N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
31	0.5	INQ	6.35312	5.80783	0.0052486	0.162706	0.00164677	0.000716201
32	0.5	INQ	6.44591	5.79934	0.00510723	0.163431	0.00166406	0.000750075
33	0.5	INQ	6.32088	5.72868	0.00494077	0.163045	0.00167424	0.000672795
34	0.5	INQ	6.4305	5.82502	0.00481531	0.163721	0.00170441	0.000697129
35	0.5	INQ	6.36261	5.68124	0.00466212	0.163174	0.00147571	0.00060006
36	0.5	INQ	6.36416	5.66964	0.00452423	0.162872	0.00147083	0.000566723
37	0.5	INQ	6.3519	5.7444	0.00440789	0.163092	0.00166622	0.000713585
38	0.5	INQ	6.44152	5.81758	0.00428781	0.162937	0.00168289	0.00060006
39	0.5	INQ	6.37769	5.70872	0.00417758	0.162926	0.00157564	0.00050005
40	0.5	INQ	6.33073	5.71861	0.00408344	0.163337	0.00161375	0.000562556
41	0.5	INQ	6.65583	6.02922	0.00398733	0.16348	0.00187073	0.000826912
42	0.5	INQ	6.43184	5.82716	0.00387483	0.162743	0.00168452	0.000835798
43	0.5	INQ	6.50788	5.91606	0.00380059	0.163426	0.00175698	0.000641925
44	0.5	INQ	6.45383	5.90492	0.00369866	0.162741	0.00171364	0.000968279
45	0.5	INQ	6.52852	5.89557	0.00362889	0.1633	0.00172444	0.000646731
46	0.5	INQ	6.54159	5.9322	0.00355364	0.163467	0.00175	0.000743553
47	0.5	INQ	6.51471	5.83767	0.0034665	0.162926	0.00177021	0.000631978
48	0.5	INQ	6.50929	5.9043	0.00339045	0.162742	0.00172292	0.0010376
49	0.5	INQ	6.43702	5.72743	0.00333095	0.163216	0.00157041	0.000526583
50	0.5	INQ	6.48697	5.83924	0.00326896	0.163448	0.001708	0.000582058
51	0.5	INQ	6.38992	5.83513	0.00319427	0.162908	0.00167353	0.000882441
52	0.5	INQ	6.67054	6.04381	0.00313632	0.163088	0.0019125	0.000975098
53	0.5	INQ	6.60985	5.99259	0.00308202	0.163347	0.00186792	0.000741584
54	0.5	INQ	6.44478	5.80593	0.00301845	0.162996	0.00169907	0.000622284
55	0.5	INQ	6.56442	5.95213	0.0029758	0.163669	0.00184091	0.000812809
56	0.5	INQ	6.60837	6.00458	0.00290421	0.162636	0.00185714	0.000996528
57	0.5	INQ	6.4311	5.79343	0.00286525	0.163319	0.00169123	0.000657961
58	0.5	INQ	6.56124	5.94452	0.00280618	0.162759	0.00178103	0.000869052
59	0.5	INQ	6.59324	6.07188	0.00276234	0.162978	0.00190508	0.0011035
60	0.5	INQ	6.59035	6.01728	0.00271539	0.162923	0.00185083	0.000865087
61	0.5	INQ	6.43255	5.7935	0.00267283	0.163043	0.00168607	0.000555793
62	0.5	INQ	6.52721	5.89037	0.00262334	0.162647	0.00175	0.000725879
63	0.5	INQ	6.51721	5.875	0.00258425	0.162808	0.00175159	0.000714357
64	0.5	INQ	6.61484	6.05671	0.00254473	0.162862	0.00192891	0.000914154
65	0.5	INQ	6.58798	6.01604	0.00250649	0.162922	0.00190692	0.000761615
66	0.5	INQ	6.50658	5.84826	0.00246476	0.162674	0.00166439	0.000618244
67	0.5	INQ	6.60138	6.05593	0.00243573	0.163194	0.00188806	0.000980695
68	0.5	INQ	6.49338	5.89526	0.00239565	0.162904	0.00177279	0.000833907
69	0.5	INQ	6.50524	5.82852	0.00236423	0.163132	0.00167391	0.00072616
70	0.5	INQ	6.51469	5.92474	0.00232765	0.162936	0.00177357	0.000694355
71	0.5	INQ	6.58134	6.00173	0.00229702	0.163089	0.00177254	0.000832478
72	0.5	INQ	6.52197	5.83444	0.00226672	0.163204	0.00173403	0.000791746
73	0.5	INQ	6.55623	6.00956	0.00222899	0.162716	0.00185548	0.00100284
74	0.5	INQ	6.66231	6.03766	0.00220544	0.163203	0.00188986	0.000851436
75	0.5	INQ	6.66099	6.00302	0.00217772	0.163329	0.00184733	0.000768077
76	0.5	INQ	6.50907	5.88794	0.00214765	0.163221	0.00172829	0.0007935
77	0.5	INQ	6.44431	5.85532	0.0021201	0.163248	0.00171169	0.000845539
78	0.5	INQ	6.58746	5.91549	0.00209364	0.163304	0.00182949	0.000753922
79	0.5	INQ	6.60215	5.96734	0.00206366	0.163029	0.00185	0.000850718
80	0.5	INQ	6.52946	5.87337	0.00204137	0.16331	0.00173875	0.000693819
81	0.5	INQ	6.66582	5.97405	0.00201751	0.163419	0.0018321	0.000840825
82	0.5	INQ	6.59532	6.00717	0.00199346	0.163463	0.00185244	0.000929361
83	0.5	INQ	6.60955	6.0422	0.00196474	0.163073	0.0018759	0.00105914
84	0.5	INQ	6.48528	5.79379	0.00194208	0.163135	0.00170714	0.000632206
85	0.5	INQ	6.57775	5.98672	0.00191892	0.163108	0.00184353	0.00075184
86	0.5	INQ	6.67927	6.07559	0.00189853	0.163273	0.00192151	0.000941955
87	0.5	INQ	6.57664	5.92597	0.00187033	0.162718	0.00175	0.000751799
88	0.5	INQ	6.64032	5.99506	0.0018512	0.162906	0.0018642	0.000760303
89	0.5	INQ	6.6282	6.06463	0.00183175	0.163026	0.00191629	0.000937172
90	0.5	INQ	6.64731	6.00314	0.0018102	0.162918	0.001835	0.00070007
91	0.5	INQ	6.49431	5.94732	0.00178436	0.162377	0.00178077	0.000761615
92	0.5	INQ	6.66081	6.03469	0.00177525	0.163323	0.00184457	0.000968575
93	0.5	INQ	6.55528	5.97397	0.00174787	0.162552	0.00183978	0.000825889
94	0.5	INQ	6.70325	6.10426	0.00173401	0.162997	0.001925	0.000919241
95	0.5	INQ	6.56412	5.94976	0.00171539	0.162962	0.00181368	0.000833768
96	0.5	INQ	6.63577	6.04273	0.00169328	0.162555	0.00186615	0.000768827
97	0.5	INQ	6.59025	5.95539	0.00167963	0.162924	0.00176959	0.000686667
98	0.5	INQ	6.63342	5.98066	0.00165991	0.162671	0.00183622	0.000725583
99	0.5	INQ	6.68085	6.00235	0.0016514	0.163489	0.00191364	0.000894029
100	0.5	INQ	6.53475	5.87979	0.0016264	0.16264	0.001743	0.000768077
